,RXCUI,NAME
1175,203168,amitriptyline
1176,351264,buprenorphine
1177,895999,fluticasone
1178,309370,clotrimazole
1179,1307061,buprenorphine
1180,351265,buprenorphine
1181,1605454,apremilast
1182,197886,hydrochlorothiazide
1183,856364,trazodone
1184,1085644,triamcinolone
1185,1665107,cefoxitin
1186,312831,risperidone
1187,833234,mesalamine
1188,1245015,vitamin B12
1189,197319,allopurinol
1190,310465,gentamicin
1191,686418,erythromycin
1192,309367,clotrimazole
1193,197627,doxazosin
1194,105585,methotrexate
1195,1009149,aluminum hydroxide
1196,105586,methotrexate
1197,313219,terazosin
1198,198142,prednisolone
1199,198146,prednisone
1200,211365,chlorhexidine
1201,757707,tadalafil
1202,1657066,bevacizumab
1203,2053495,fish oil (containing omega-3 acids)
1204,197979,metolazone
1205,197735,gentamicin
1206,486148,nitroglycerin
1207,905222,hydralazine
1208,1053697,nystatin
1209,6972,mineral oil
1210,199245,glimepiride
1211,402019,tadalafil
1212,861487,clobetasol
1213,56466,sodium citrate
1214,11516,doxercalciferol
1215,239999,epoetin alfa
1216,240377,epoetin alfa
1217,1361226,heparin
1218,91166,ephedrine
1219,5775,indocyanine green
1220,203132,papaverine
1221,310519,glucose
1222,307675,acetaminophen
1223,260376,terazosin
1224,197362,lactate
1225,1085636,triamcinolone
1226,1014314,triamcinolone
1227,857224,sevelamer
1228,314192,prochlorperazine
1229,198034,nifedipine
1230,310323,ferrous sulfate
1231,998442,miconazole
1232,993462,midodrine
1233,197803,ibuprofen
1234,11295,water
1235,993466,midodrine
1236,237723,ergocalciferol
1237,1721684,epoetin alfa
1238,1723232,desmopressin
1239,197931,mercaptopurine
1240,855873,phenytoin
1241,387003,levetiracetam
1242,359229,azathioprine
1243,197388,azathioprine
1244,856783,amitriptyline
1245,203105,hydrocortisone
1246,855861,phenytoin
1247,204527,NF
1248,809974,lacosamide
1249,809987,lacosamide
1250,810000,lacosamide
1251,359228,azathioprine
1252,809992,lacosamide
1253,311288,levetiracetam
1254,809996,lacosamide
1255,1482525,eslicarbazepine
1256,647121,levetiracetam
1257,283536,oxcarbazepine
1258,993691,bupropion
1259,1547225,eliglustat
1260,1049618,oxycodone
1261,82063,oxycodone
1262,197446,carisoprodol
1263,198429,lamotrigine
1264,1000076,doxepin
1265,1860148,oxycodone
1266,242927,thyroid (USP)
1267,856460,propranolol
1268,197885,hydrochlorothiazide
1269,616578,lubiprostone
1270,142432,clonidine
1271,1049563,oxycodone
1272,198776,phenol
1273,995241,hydroxyzine
1274,199378,carbamazepine
1275,616483,quetiapine
1276,4177,etomidate
1277,311702,midazolam
1278,204508,flumazenil
1279,1000070,doxepin
1280,197499,chlorthalidone
1281,3565,succinylcholine
1282,242969,norepinephrine
1283,1000064,doxepin
1284,238082,ketamine
1285,817886,"sodium phosphate, monobasic"
1286,238083,ketamine
1287,1860466,potassium chloride
1288,283523,gabapentin
1289,309843,diazepam
1290,237648,NF
1291,197626,doxazosin
1292,403799,oxybutynin
1293,313713,vitamin E
1294,10337,taurine
1295,1362697,carnosine
1296,831844,acetylcarnitine
1297,9794,silymarin
1298,199352,trandolapril
1299,207346,nitroglycerin
1300,997420,fexofenadine
1301,197700,fluconazole
1302,1427224,florbetapir
1303,10627,tobramycin
1304,578044,nepafenac
1305,809536,calcium carbonate
1306,244190,vitamin B12
1307,349420,desloratadine
1308,226552,scopolamine
1309,351249,escitalopram
1310,198030,nicotine
1311,198031,nicotine
1312,198029,nicotine
1313,24947,ferrous sulfate
1314,251156,ferrous sulfate
1315,993470,midodrine
1316,198538,calcium citrate
1317,427163,nitazoxanide
1318,824586,psyllium
1319,308744,biotin
1320,476818,magnesium glycinate
1321,205322,celecoxib
1322,899935,wheat dextrin
1323,8928,psyllium
1324,705129,nitroglycerin
1325,349353,hydrochlorothiazide
1326,57789,fluorescein
1327,1000990,oxymetazoline
1328,1010745,lidocaine
1329,828525,calcium chloride
1330,884308,nystatin
1331,1986825,varicella zoster virus glycoprotein E
1332,349351,desonide
1333,993557,bupropion
1334,203204,bupropion
1335,861505,clobetasol
1336,856845,amitriptyline
1337,308761,bismuth subsalicylate
1338,830801,diltiazem
1339,863628,oxybutynin
1340,312821,rifampin
1341,312772,ranitidine
1342,1101446,doxylamine
1343,314227,sumatriptan
1344,312950,sildenafil
1345,828365,pramoxine
1346,197305,acetic acid
1347,1797833,ipratropium
1348,1797867,azelastine
1349,828362,hydrocortisone
1350,1010835,lidocaine
1351,1299021,ibuprofen
1352,1043400,dextromethorphan
1353,705258,acetaminophen
1354,1539757,efinaconazole
1355,314155,olanzapine
1356,55018,dibasic potassium phosphate
1357,312079,olanzapine
1358,312076,olanzapine
1359,904481,pravastatin
1360,198192,ranitidine
1361,197905,lovastatin
1362,197391,baclofen
1363,197942,methimazole
1364,309806,NF
1365,238755,hydrocortisone
1366,979432,esmolol
1367,896762,labetalol
1368,198223,spironolactone
1369,6691,medroxyprogesterone
1370,312529,potassium chloride
1371,1014676,cetirizine
1372,144450,docosahexaenoate
1373,659476,green tea extract
1374,198893,ascorbic acid
1375,310436,galantamine
1376,1298435,sodium chloride
1377,200176,menthol
1378,1100650,carboxymethylcellulose
1379,861010,metformin
1380,402131,aripiprazole
1381,68173,gadobenate
1382,484925,vitamin B12
1383,241999,epoetin alfa
1384,577057,fentanyl
1385,199387,risperidone
1386,311376,lorazepam
1387,403825,risperidone
1388,859867,haloperidol
1389,865123,fluphenazine
1390,859824,fluphenazine
1391,865129,fluphenazine
1392,706822,risperidone
1393,403890,potassium chloride
1394,751302,rivastigmine
1395,539817,solifenacin
1396,853202,quetiapine
1397,206078,erythromycin
1398,810079,fesoterodine
1399,725105,rivastigmine
1400,995278,hydroxyzine
1401,855344,warfarin
1402,475968,liraglutide
1403,861748,glyburide
1404,722134,valsartan
1405,836343,ipratropium
1406,721794,quetiapine
1407,721796,quetiapine
1408,895670,quetiapine
1409,6417,thioctate
1410,198735,lysine
1411,1014673,cetirizine
1412,846378,levetiracetam
1413,807277,"tetanus toxoid vaccine, inactivated"
1414,1193362,levetiracetam
1415,313412,tizanidine
1416,855942,diclofenac
1417,730780,sodium chloride
1418,20814,acetylcholine
1419,309682,tobramycin
1420,309696,dexamethasone
1421,311893,nabumetone
1422,756260,phenobarbital
1423,402506,carbamazepine
1424,1100702,linagliptin
1425,1599803,memantine
1426,283407,mirtazapine
1427,465377,acetylcysteine
1428,966225,levothyroxine
1429,197658,estradiol
1430,381056,isosorbide dinitrate
1431,314705,lanolin
1432,349405,olmesartan
1433,993781,acetaminophen
1434,259346,ferrous sulfate
1435,309077,cefpodoxime
1436,311915,naproxen
1437,833217,diltiazem
1438,251154,cholecalciferol
1439,308411,aspirin
1440,206842,isosorbide dinitrate
1441,992475,promethazine
1442,667889,menthol
1443,1797883,azelastine
1444,966249,levothyroxine
1445,205964,clindamycin
1446,794809,zinc oxide
1447,543546,nystatin
1448,859186,selegiline
1449,311028,insulin isophane
1450,104884,metoclopramide
1451,1721476,ampicillin
1452,260218,modafinil
1453,684879,pyridoxine
1454,199906,tryptophan
1455,858036,saxagliptin
1456,1796672,protamine sulfate (USP)
1457,317106,hydroxocobalamin
1458,309291,ciclopirox
1459,1243842,sitagliptin
1460,665042,sitagliptin
1461,197818,indomethacin
1462,198036,nifedipine
1463,310197,"estrogens, conjugated (USP)"
1464,283417,benzonatate
1465,1421430,salmon preparation
1466,197381,atenolol
1467,1309239,coconut oil
1468,1807894,metformin
1469,282401,lamotrigine
1470,856556,propranolol
1471,855657,diclofenac
1472,866018,buspirone
1473,199390,etodolac
1474,313920,cefazolin
1475,198193,ranitidine
1476,896190,salmeterol
1477,1870230,epinephrine
1478,284191,fluorouracil
1479,105583,fluorouracil
1480,10761,triamcinolone
1481,314203,quinapril
1482,904255,potassium chloride
1483,200064,letrozole
1484,197940,methazolamide
1485,205301,prednisone
1486,745791,levalbuterol
1487,1797838,ciclesonide
1488,82003,docusate
1489,595060,ranibizumab
1490,886666,flecainide
1491,32521,rocuronium
1492,1726992,sugammadex
1493,3322,diazepam
1494,991039,chlorpromazine
1495,991194,chlorpromazine
1496,995624,meclizine
1497,309098,cefuroxime
1498,141935,haloperidol
1499,312962,simvastatin
1500,1721475,ampicillin
1501,310377,fluorometholone
1502,847121,calcium citrate
1503,309913,dimenhydrinate
1504,905024,risedronate
1505,861208,brimonidine
1506,312085,ondansetron
1507,859077,bromocriptine
1508,349287,fenofibrate
1509,311919,nateglinide
1510,8516,polyethylene glycols
1511,236782,Saccharomyces boulardii
1512,1246314,budesonide
1513,1048969,petrolatum
1514,203177,hydromorphone
1515,311659,methylprednisolone
1516,313929,NF
1517,1248077,alendronate
1518,1657867,rituximab
1519,310248,etoposide
1520,597195,carboplatin
1521,204870,mesna
1522,310973,NF
1523,1649963,filgrastim
1524,8410,alteplase
1525,1442986,ibrutinib
1526,313570,vancomycin
1527,197944,methocarbamol
1528,483442,pregabalin
1529,996624,memantine
1530,411877,magnesium oxide
1531,205770,ciprofloxacin
1532,207290,metronidazole
1533,880350,krill oil
1534,310437,galantamine
1535,1797895,olopatadine
1536,1251194,lactulose
1537,313227,terconazole
1538,898353,amlodipine
1539,853201,quetiapine
1540,749289,varenicline
1541,198915,zinc sulfate
1542,308973,carbamazepine
1543,897640,verapamil
1544,966247,levothyroxine
1545,966171,levothyroxine
1546,199353,trandolapril
1547,198242,temazepam
1548,314154,olanzapine
1549,198342,urea
1550,807832,levetiracetam
1551,199292,arginine
1552,349198,clonazepam
1553,656742,potassium phosphate
1554,310467,gentamicin
1555,351256,eplerenone
1556,205326,lisinopril
1557,1188426,carboxymethylcellulose
1558,198175,propylthiouracil
1559,2166041,Senna pod
1560,82806,fosphenytoin
1561,91263,aloe extract
1562,5487,hydrochlorothiazide
1563,1722939,meropenem
1564,858813,enalapril
1565,199888,topiramate
1566,858804,enalapril
1567,808917,fosfomycin
1568,308508,bacitracin
1569,1592257,levomefolate
1570,993452,denosumab
1571,312347,phenelzine
1572,866111,buspirone
1573,898356,amlodipine
1574,905062,triptorelin
1575,197770,hydrochlorothiazide
1576,198640,folic acid
1577,198861,sodium bicarbonate
1578,197887,hydrochlorothiazide
1579,1307409,linaclotide
1580,240060,potassium gluconate
1581,402695,felodipine
1582,1235151,azilsartan
1583,313941,ciclopirox
1584,848943,cholestyramine resin
1585,1871155,potassium acetate
1586,861783,pioglitazone
1587,1359125,estradiol
1588,401953,risperidone
1589,1040054,dextromethorphan
1590,835593,imipramine
1591,692576,esomeprazole
1592,1370750,hydrocortisone
1593,197701,fluconazole
1594,351109,budesonide
1595,319780,Capsicum extract
1596,1049635,oxycodone
1597,5924,inulin
1598,861495,clobetasol
1599,314208,ropinirole
1600,283671,methotrexate
1601,833741,calcium carbonate
1602,310442,ganciclovir
1603,1721314,fluconazole
1604,1047905,hyoscyamine
1605,238134,aspirin
1606,977880,amiloride
1607,312075,ofloxacin
1608,1010900,lidocaine
1609,8163,phenylephrine
1610,310459,gemfibrozil
1611,896212,salmeterol
1612,198555,capsaicin
1613,855172,levocetirizine
1614,855626,diclofenac
1615,855499,amylase
1616,197517,clarithromycin
1617,351223,ziprasidone
1618,835564,imipramine
1619,198546,calcium gluconate
1620,859975,asenapine
1621,859981,asenapine
1622,104728,chlorpromazine
1623,401954,risperidone
1624,485968,olanzapine
1625,197902,lorazepam
1626,1099648,valproate
1627,11118,valproate
1628,351254,metaxalone
1629,645037,risperidone
1630,1649990,doxycycline
1631,103457,fluocinonide
1632,204135,desonide
1633,1242399,pseudoephedrine
1634,1005706,cholecalciferol
1635,307719,acetylcysteine
1636,1115698,oseltamivir
1637,598050,povidone
1638,349547,aripiprazole
1639,349553,aripiprazole
1640,260476,vitamin E
1641,1310948,cholecalciferol
1642,1716077,buprenorphine
1643,315107,glipizide
1644,310812,hydrochlorothiazide
1645,861476,meperidine
1646,857706,misoprostol
1647,313584,venlafaxine
1648,897722,verapamil
1649,432402,cinacalcet
1650,993943,acetaminophen
1651,313919,salmon calcitonin
1652,312635,prochlorperazine
1653,310594,polymyxin B
1654,856578,propranolol
1655,749206,sevelamer
1656,543014,citric acid
1657,240029,cholecalciferol
1658,1007451,zinc oxide
1659,578803,betamethasone
1660,1488818,technetium Tc 99m medronate
1661,313137,sulfamethoxazole
1662,205304,telmisartan
1663,1000085,alcaftadine
1664,311787,moxifloxacin
1665,252683,NF
1666,1368902,eleuthero preparation
1667,313396,thyroid (USP)
1668,686379,celecoxib
1669,197536,clozapine
1670,856987,acetaminophen
1671,197535,clozapine
1672,310486,NF
1673,1244014,vitamin D3
1674,1363309,chlorpheniramine
1675,28200,ketorolac
1676,833711,tramadol
1677,310026,doxycycline
1678,1099596,valproate
1679,602964,aripiprazole
1680,1099687,valproate
1681,7597,nystatin
1682,797694,flurandrenolide
1683,312965,sodium acetate
1684,58300,zinc gluconate
1685,210467,vitamin E
1686,204625,riboflavin
1687,665078,loratadine
1688,42933,timolol
1689,313990,fluoxetine
1690,1190655,atropine
1691,314165,prednisolone
1692,349480,vardenafil
1693,966522,budesonide
1694,1490773,beclomethasone
1695,856535,propranolol
1696,310318,ferrous sulfate
1697,359385,clarithromycin
1698,762675,methylprednisolone
1699,409823,cefixime
1700,197595,dicloxacillin
1701,197596,dicloxacillin
1702,311753,mometasone
1703,198252,tetracycline
1704,702311,"sennosides, USP"
1705,94,5-hydroxytryptophan
1706,829373,magnesium chloride
1707,905028,risedronate
1708,197782,hydrocortisone
1709,197787,hydrocortisone
1710,197783,hydrocortisone
1711,1718760,6-aminocaproic acid
1712,312004,nitroglycerin
1713,240793,nitroprusside
1714,727373,epinephrine
1715,8214,lecithin
1716,1797913,triamcinolone
1717,895990,fluticasone
1718,3254,desonide
1719,197628,doxazosin
1720,311671,metolazone
1721,639537,candesartan
1722,722131,amlodipine
1723,722126,valsartan
1724,905377,isosorbide dinitrate
1725,308892,calcium carbonate
1726,731570,penicillin G
1727,308868,calcitriol
1728,1000638,pilocarpine
1729,309680,neomycin
1730,1491617,zinc oxide
1731,1489762,technetium Tc 99m pertechnetate
1732,4018,ergocalciferol
1733,1596780,testosterone
1734,865098,insulin lispro
1735,992528,terbinafine
1736,1442442,cholecalciferol
1737,313124,NF
1738,1291,bacitracin
1739,860918,fluphenazine
1740,905168,protriptyline
1741,833213,dexlansoprazole
1742,199592,tetrabenazine
1743,1307419,linaclotide
1744,4511,folic acid
1745,1797890,fluticasone
1746,991336,chlorpromazine
1747,995281,hydroxyzine
1748,1091150,methylphenidate
1749,861232,amphetamine
1750,848748,iloperidone
1751,885209,benztropine
1752,311355,lithium carbonate
1753,241162,abciximab
1754,310982,imiquimod
1755,90650,technetium 99m
1756,861353,clobetasol
1757,828269,loratadine
1758,308377,ascorbic acid
1759,197417,bumetanide
1760,849398,naproxen
1761,831309,diltiazem
1762,855318,warfarin
1763,857366,econazole
1764,1606349,metoprolol
1765,311878,mupirocin
1766,977863,clevidipine
1767,1791842,milrinone
1768,1362935,heparin
1769,237205,nitroglycerin
1770,1293026,NF
1771,1190568,atropine
1772,309310,ciprofloxacin
1773,40144,levothyroxine
1774,351285,escitalopram
1775,833743,NF
1776,730781,sodium chloride
1777,997488,fexofenadine
1778,198024,niacin
1779,198428,lamotrigine
1780,850087,lamotrigine
1781,900145,lamotrigine
1782,1115467,leuprolide
1783,1797929,budesonide
1784,901399,doxycycline
1785,314718,magnesium acetate
1786,884707,estradiol
1787,606971,acetylcysteine
1788,403908,dexamethasone
1789,865117,fluphenazine
1790,689776,acetaminophen
1791,1111339,olopatadine
1792,284245,famotidine
1793,1047881,hyoscyamine
1794,1928339,influenza A virus (H3N2) antigen
1795,855911,phenytoin
1796,198630,ferrous gluconate
1797,1000141,medroxyprogesterone
1798,1099681,valproate
1799,857169,fosinopril
1800,1191250,naloxone
1801,476576,cefdinir
1802,312594,prazosin
1803,860221,megestrol
1804,1721315,fluconazole
1805,828539,caspofungin
1806,828755,caspofungin
1807,198641,folic acid
1808,199083,ascorbic acid
1809,897702,hydromorphone
1810,810071,fesoterodine
1811,849506,desmopressin
1812,993837,acetaminophen
1813,212388,carvedilol
1814,543464,lactate
1815,1037181,dabigatran etexilate
1816,351260,lansoprazole
1817,197635,dronabinol
1818,1743549,oxacillin
1819,856724,propranolol
1820,402696,felodipine
1821,197625,doxazosin
1822,403957,tadalafil
1823,198222,spironolactone
1824,854241,enoxaparin
1825,1313112,phenytoin
1826,1313885,phenytoin
1827,905189,ropivacaine
1828,310274,famotidine
1829,308964,captopril
1830,310489,glipizide
1831,721791,quetiapine
1832,856762,amitriptyline
1833,200321,paricalcitol
1834,311347,linezolid
1835,763088,levonorgestrel
1836,977990,halobetasol
1837,977978,halobetasol
1838,1738503,paroxetine
1839,282486,bumetanide
1840,1421893,lidocaine
1841,197419,bumetanide
1842,864718,methadone
1843,190376,linezolid
1844,308891,calcium carbonate
1845,259195,glycerin
1846,315183,potassium chloride
1847,1243585,flurbiprofen
1848,310671,haloperidol
1849,966270,levothyroxine
1850,200285,hydrochlorothiazide
1851,1869697,linaclotide
1852,1797870,mometasone
1853,855635,diclofenac
1854,966920,polyethylene glycol 3350
1855,206913,ibuprofen
1856,206917,ibuprofen
1857,1245376,docusate
1858,349556,ezetimibe
1859,1111641,glatiramer
1860,1487363,glatiramer
1861,197507,cimetidine
1862,6218,lactulose
1863,1487361,glatiramer
1864,992780,miconazole
1865,348472,theophylline
1866,597823,tobramycin
1867,1373483,dimethyl fumarate
1868,197392,baclofen
1869,1373491,dimethyl fumarate
1870,11253,vitamin D
1871,253191,pantoprazole
1872,1373478,dimethyl fumarate
1873,238751,NF
1874,1292,baclofen
1875,40790,pantoprazole
1876,10582,levothyroxine
1877,1372638,levothyroxine
1878,29046,lisinopril
1879,221078,citalopram
1880,28889,loratadine
1881,2556,citalopram
1882,243670,aspirin
1883,235559,nitrofurantoin
1884,83367,atorvastatin
1885,104416,amlodipine
1886,1297766,atorvastatin
1887,466542,"nitrofurantoin, macrocrystals / nitrofurantoin, monohydrate"
1888,1300786,mirabegron
1889,17767,amlodipine
1890,311992,NF
1891,83366,atorvastatin
1892,1797851,cromolyn
1893,1120068,magnesium sulfate
1894,403884,levetiracetam
1895,756059,lithium citrate
1896,1738803,paroxetine
1897,96304,primidone
1898,1375917,bromfenac
1899,311425,magnesium gluconate
1900,198035,nifedipine
1901,1245468,docusate
1902,1048450,colestipol
1903,993536,bupropion
1904,312138,oxcarbazepine
1905,151226,topiramate
1906,1099279,docusate
1907,310027,doxycycline
1908,198153,colchicine
1909,311500,menthol
1910,896244,salmeterol
1911,686400,erythromycin
1912,317173,captopril
1913,153823,candesartan
1914,197986,minoxidil
1915,1812015,nifedipine
1916,1490668,beclomethasone
1917,749783,azithromycin
1918,577776,candesartan
1919,309113,cephalexin
1920,861700,amylase
1921,860195,botulinum toxin type A
1922,197832,isoniazid
1923,992578,castor oil
1924,1052943,tetrahydrozoline
1925,1246290,budesonide
1926,1812013,nifedipine
1927,1660934,mometasone
1928,1246310,mometasone
1929,197738,glycopyrronium
1930,1291276,cholecalciferol
1931,856369,trazodone
1932,204602,neomycin
1933,1293665,aspirin
1934,825411,tapentadol
1935,203217,leuprolide
1936,1804799,alteplase
1937,892251,levothyroxine
1938,483090,levodopa
1939,897126,liraglutide
1940,1037179,dabigatran etexilate
1941,861164,propafenone
1942,477589,propylene glycol
1943,863671,tamsulosin
1944,833204,dexlansoprazole
1945,349401,olmesartan
1946,200082,lamivudine
1947,311369,lopinavir
1948,847749,lopinavir
1949,9945,sorbitol
1950,211947,atovaquone
1951,809990,lacosamide
1952,308429,atovaquone
1953,239191,amoxicillin
1954,1193358,levetiracetam
1955,1008010,"sodium phosphate, monobasic"
1956,252463,folic acid
1957,199148,lamivudine
1958,756209,zidovudine
1959,199147,lamivudine
1960,809994,lacosamide
1961,855673,phenytoin
1962,314285,zonisamide
1963,809998,lacosamide
1964,197448,levocarnitine
1965,308212,ampicillin
1966,315134,levocarnitine
1967,1236628,darunavir
1968,199249,ritonavir
1969,1052658,etravirine
1970,1099691,valproate
1971,810002,lacosamide
1972,152971,ritonavir
1973,758555,etravirine
1974,1236632,darunavir
1975,311989,nitrofurantoin
1976,702519,phenobarbital
1977,1801279,cholestyramine resin
1978,1662285,linezolid
1979,349251,tenofovir disoproxil
1980,1433873,dolutegravir
1981,1433879,dolutegravir
1982,1052660,etravirine
1983,314106,metronidazole
1984,1190184,docusate
1985,284408,zonisamide
1986,1482523,eslicarbazepine
1987,1482513,eslicarbazepine
1988,1482517,eslicarbazepine
1989,1482527,eslicarbazepine
1990,237371,sodium acetate
1991,198477,aspirin
1992,1435115,teriparatide
1993,857321,bethanechol
1994,1424889,fluticasone
1995,1368431,pioglitazone
1996,1085686,triamcinolone
1997,1090560,octreotide
1998,312068,octreotide
1999,855194,tolterodine
2000,836395,acetaminophen
2001,602802,"sennosides, USP"
2002,198891,vitamin B12
2003,966787,doxepin
2004,992765,miconazole
2005,643,amikacin
2006,731167,darbepoetin alfa
2007,1652644,insulin lispro
2008,731181,darbepoetin alfa
2009,349273,darbepoetin alfa
2010,349275,darbepoetin alfa
2011,830261,hepatitis B surface antigen vaccine
2012,349274,darbepoetin alfa
2013,242761,sodium ferric gluconate complex
2014,349276,darbepoetin alfa
2015,10528,thrombin
2016,730044,darbepoetin alfa
2017,312447,piperacillin
2018,855906,diclofenac
2019,6878,methylene blue
2020,1728999,morphine
2021,998461,miconazole
2022,82010,dopamine
2023,312832,risperidone
2024,856940,acetaminophen
2025,313049,hypochlorite
2026,1790219,doxercalciferol
2027,6628,mannitol
2028,857216,sevelamer
2029,219988,NF
2030,200317,soybean oil
2031,1870633,gentamicin
2032,197736,gentamicin
2033,282725,"sodium phosphate, monobasic"
2034,581753,castor oil
2035,198313,triamterene
2036,309985,dobutamine
2037,1190776,atropine
2038,311714,heavy mineral oil
2039,1309243,cottonseed oil
2040,351261,lansoprazole
2041,1232088,rivaroxaban
2042,211190,NF
2043,996611,memantine
2044,213271,sildenafil
2045,996574,memantine
2046,141928,alprazolam
2047,835605,tramadol
2048,727509,NF
2049,209601,bisacodyl
2050,1150286,psyllium
2051,105260,azithromycin
2052,855191,tolterodine
2053,252465,NF
2054,1483744,naltrexone
2055,861583,esomeprazole
2056,797061,omeprazole
2057,761979,NF
2058,103401,hydrocortisone
2059,606731,esomeprazole
2060,1052954,petrolatum
2061,861576,esomeprazole
2062,1248015,"sennosides, USP"
2063,754506,olanzapine
2064,352304,ezetimibe
2065,855628,diclofenac
2066,309049,cefadroxil
2067,197574,desoximetasone
2068,200096,irbesartan
2069,104896,ondansetron
2070,212405,olanzapine
2071,1300797,mirabegron
2072,1094109,phenazopyridine
2073,1094122,phenazopyridine
2074,309097,cefuroxime
2075,252430,magnesium oxide
2076,312593,prazosin
2077,247775,NF
2078,996101,dutasteride
2079,859203,sodium chloride
2080,352118,dutasteride
2081,543027,darifenacin
2082,1020126,loratadine
2083,834025,NF
2084,539815,solifenacin
2085,859753,rosuvastatin
2086,211176,bismuth subsalicylate
2087,485486,tizanidine
2088,1088194,wheat dextrin
2089,996633,memantine
2090,199648,melatonin
2091,485415,alprazolam
2092,404602,aripiprazole
2093,721795,quetiapine
2094,1243439,acetaminophen
2095,801054,polyethylene glycol 3350
2096,313160,sumatriptan
2097,352307,aripiprazole
2098,607033,pregabalin
2099,197310,acyclovir
2100,858798,ibuprofen
2101,749780,azithromycin
2102,1431286,acetaminophen
2103,349545,aripiprazole
2104,198078,perphenazine
2105,1483571,docusate
2106,198006,nadolol
2107,197891,lithium carbonate
2108,1040058,dextromethorphan
2109,866303,carbamazepine
2110,905273,trihexyphenidyl
2111,905283,trihexyphenidyl
2112,211637,aluminum hydroxide
2113,213155,guaifenesin
2114,209443,acetaminophen
2115,311033,"insulin, regular, human"
2116,616238,insulin detemir
2117,855664,diclofenac
2118,1860100,ferrous sulfate
2119,891301,guaifenesin
2120,200060,mycophenolate mofetil
2121,312881,salicylic acid
2122,313222,terbinafine
2123,412113,vitamin E
2124,199889,topiramate
2125,1046378,phenylephrine
2126,1372298,phenylephrine
2127,844379,witch hazel
2128,309368,clotrimazole
2129,208094,sucralfate
2130,1011852,lidocaine
2131,855642,diclofenac
2132,856853,amitriptyline
2133,579247,pectin
2134,1536675,aspirin
2135,901644,Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine
2136,1236435,dextromethorphan
2137,1094104,phenazopyridine
2138,665036,sitagliptin
2139,763181,prednisone
2140,889520,acetaminophen
2141,435,albuterol
2142,1009464,NF
2143,2123072,albuterol
2144,346574,theophylline
2145,578712,NF
2146,142153,albuterol
2147,4821,glipizide
2148,115713,montelukast
2149,2123111,albuterol
2150,540629,NF
2151,42954,vitamin B6
2152,283562,esomeprazole
2153,323828,rosuvastatin
2154,2123076,albuterol
2155,21232,clidinium
2156,476250,duloxetine
2157,1601995,esomeprazole
2158,183379,rivastigmine
2159,259513,Echinacea purpurea root extract
2160,88249,montelukast
2161,745682,NF
2162,252584,NF
2163,236991,clopidogrel
2164,461016,eszopiclone
2165,309180,NF
2166,32968,clopidogrel
2167,283742,esomeprazole
2168,6387,lidocaine
2169,4603,furosemide
2170,199674,NF
2171,596,alprazolam
2172,611854,clidinium
2173,72625,duloxetine
2174,10438,theophylline
2175,1094114,NF
2176,228041,Echinacea preparation
2177,2356,chlordiazepoxide
2178,215247,lactate
2179,307782,NF
2180,114202,lactate
2181,259074,NF
2182,477379,Echinacea root extract
2183,301542,rosuvastatin
2184,692623,NF
2185,804982,NF
2186,747260,NF
2187,692620,gadobenate
2188,6470,lorazepam
2189,763028,lorazepam
2190,221147,polyethylene glycol 3350
2191,237653,glucose
2192,235473,heparin
2193,1250200,NF
2194,392676,NF
2195,10737,trazodone
2196,4832,glucagon
2197,9877,heparin
2198,896973,NF
2199,61381,olanzapine
2200,314659,heparin
2201,35636,risperidone
2202,202693,labetalol
2203,1798389,heparin
2204,82112,trazodone
2205,6185,labetalol
2206,236741,magnesium sulfate heptahydrate
2207,161,acetaminophen
2208,5224,heparin
2209,846114,NF
2210,846110,NF
2211,1795518,glucose
2212,849776,NF
2213,902510,NF
2214,1360256,NF
2215,727825,NF
2216,1795519,glucose
2217,238238,NF
2218,253170,glucagon
2219,1659263,heparin
2220,10355,temazepam
2221,236685,memantine
2222,5470,hydralazine
2223,348999,NF
2224,32675,oxybutynin
2225,283474,NF
2226,6719,memantine
2227,665038,sitagliptin
2228,6918,metoprolol
2229,221153,quetiapine
2230,237191,NF
2231,221124,metoprolol
2232,82027,hydralazine
2233,54251,oxybutynin
2234,621590,sitagliptin
2235,51272,quetiapine
2236,198060,NF
2237,403932,NF
2238,1999035,metoprolol
2239,831883,NF
2240,593411,sitagliptin
2241,36567,simvastatin
2242,1729205,enalaprilat
2243,285061,NF
2244,1729200,enalaprilat
2245,204404,NF
2246,580261,tiotropium
2247,1246306,budesonide
2248,896271,salmeterol
2249,198077,perphenazine
2250,1246317,budesonide
2251,721793,quetiapine
2252,1795250,glucose
2253,855495,lipase
2254,861705,NF
2255,312301,pentoxifylline
2256,1000048,doxepin
2257,311237,ketotifen
2258,749837,hydrochlorothiazide
2259,197572,desonide
2260,283317,hydrochlorothiazide
2261,351875,scopolamine
2262,308977,carbamazepine
2263,848960,ciprofloxacin
2264,309307,ciprofloxacin
2265,404630,dexamethasone
2266,309332,clindamycin
2267,151029,mometasone
2268,352273,escitalopram
2269,351137,albuterol
2270,1246677,naftifine
2271,993456,denosumab
2272,213442,insulin isophane
2273,1362082,aspirin
2274,1100706,linagliptin
2275,351926,"insulin aspart, human"
2276,1544918,exenatide
2277,200123,chondroitin sulfates
2278,420222,menthol
2279,1549356,zinc oxide
2280,404473,moxifloxacin
2281,861753,glyburide
2282,1373473,canagliflozin
